GO:0051923	GO:0060904	0.0
GO:0070206	GO:2001241	0.0
GO:0003223	GO:0071896	0.0
GO:0070098	GO:0070072	0.0
GO:2000529	GO:0060769	0.223685198471
GO:0045351	GO:0003084	0.0
GO:0050651	GO:0030382	0.0765025752278
GO:0030199	GO:0002885	0.0
GO:0071360	GO:0071275	0.345475461269
GO:0010038	GO:0043372	0.0
GO:0035712	GO:0060520	0.111089580643
GO:0046705	GO:0019805	0.439816787167
GO:0051225	GO:0042159	0.0
GO:0006525	GO:0043152	0.0
GO:0035356	GO:0007495	0.119475024179
GO:0042766	GO:0060135	0.0885168191369
GO:0048002	GO:0070234	0.0
GO:0090096	GO:0014048	0.122882866757
GO:0032597	GO:0014809	0.118237600472
GO:0006166	GO:0070417	0.0775580498134
GO:0006869	GO:0016446	0.0
GO:0021768	GO:0007598	0.0818352493213
GO:2000811	GO:0042137	0.100388319593
GO:0031284	GO:0070314	0.12463652593
GO:0044257	GO:0015670	0.0
GO:0032621	GO:0071544	0.0
GO:0045403	GO:0030240	0.0
GO:0048588	GO:0006206	0.10413567514
GO:0090314	GO:0071344	0.0
GO:0050868	GO:0072363	0.135894936041
GO:0032471	GO:0021759	0.0853392816901
GO:0006333	GO:0002034	0.0970320425092
GO:2000340	GO:0021589	0.0
GO:0045046	GO:0021502	0.0825410572488
GO:0009912	GO:0030330	0.143789903383
GO:0010703	GO:0001675	0.0
GO:1901227	GO:0030522	0.143000220768
GO:0071157	GO:0018279	0.0
GO:0003190	GO:0045599	0.0
GO:0006403	GO:0006566	0.0
GO:0060067	GO:0035928	0.0
GO:0034616	GO:0006432	0.0
GO:0045668	GO:0044346	0.0
GO:0051164	GO:0032374	0.0
GO:0032287	GO:0021702	0.135587100186
GO:0002011	GO:0071436	0.0893431676311
GO:0050725	GO:0071105	0.0
GO:0034059	GO:0019674	0.0
GO:0042147	GO:0003203	0.101739172904
GO:0070904	GO:0006744	0.0
GO:0043951	GO:0010506	0.147687270649
GO:0010748	GO:0030260	0.0
GO:0002541	GO:0014853	0.0
GO:0031575	GO:0040011	0.0
GO:0060296	GO:0035419	0.120493384835
GO:0006089	GO:0045908	0.0
GO:0015889	GO:0006769	0.0
GO:0001731	GO:0019348	0.0
GO:0006658	GO:0090027	0.0
GO:0048641	GO:0035553	0.0
GO:0009953	GO:0044029	0.0
GO:0009060	GO:0042417	0.313672318727
GO:0014812	GO:0071345	0.180477054963
GO:1901211	GO:0070887	0.0
GO:0032470	GO:0046951	0.0765025752278
GO:0072054	GO:0034755	0.0
GO:0002438	GO:0006566	0.0
GO:0003257	GO:0010759	0.253805129624
GO:0032225	GO:0045629	0.327120555594
GO:0010667	GO:0046293	0.0
GO:0051155	GO:0071901	0.164249518563
GO:2000737	GO:0030111	0.160538104657
GO:0035810	GO:1900106	0.104930837472
GO:0070684	GO:0070318	0.0
GO:0045556	GO:0060558	0.217582099923
GO:0006828	GO:0030593	0.100269860615
GO:0090234	GO:0016344	0.0
GO:0072274	GO:0072075	0.0
GO:0039528	GO:0043179	0.304363457674
GO:0048538	GO:0031334	0.0
GO:0018401	GO:0045648	0.0
GO:2000288	GO:0046676	0.135541559715
GO:0015747	GO:0022004	0.0784633200342
GO:0060847	GO:0042637	0.080987667341
GO:0070194	GO:0090198	0.0
GO:0042554	GO:0035659	0.0796969503467
GO:0060444	GO:0019532	0.0933232005487
GO:0055013	GO:0006393	0.0815125597473
GO:0060261	GO:0070327	0.0960369639534
GO:0051284	GO:0032465	0.132895381134
GO:0019064	GO:0006400	0.0868833929073
GO:0071673	GO:0032609	0.0
GO:0030072	GO:0009304	0.0952396937118
GO:0048169	GO:0003256	0.141094358984
GO:0010638	GO:0001878	0.0
GO:0007168	GO:0002467	0.191513054349
GO:0042095	GO:0042747	0.0
GO:2000297	GO:0032780	0.12463652593
GO:0045605	GO:0042117	0.0
GO:0042832	GO:0002064	0.0
GO:0050942	GO:0000462	0.0
GO:2000726	GO:0097026	0.0
GO:0006198	GO:0034255	0.0
GO:0050717	GO:0032470	0.0929879443975
GO:0032469	GO:0033033	0.11146994995
GO:0030852	GO:0021509	0.0
GO:0033260	GO:0070946	0.0
GO:0072393	GO:0015840	0.0883338889222
GO:0050849	GO:0010756	0.110543904892
GO:0035247	GO:0060414	0.0
GO:0045429	GO:0002090	0.296313893196
GO:0034356	GO:0003211	0.0
GO:0032526	GO:0000720	0.204662248129
GO:0042472	GO:0010524	0.0
GO:0008340	GO:2000462	0.0
GO:0010933	GO:0035412	0.1113243717
GO:0005977	GO:0019730	0.0
GO:0031128	GO:0021703	0.0890286583472
GO:0009404	GO:0051496	0.0
GO:0048246	GO:0070075	0.087946488606
GO:0072195	GO:0090134	0.111089580643
GO:0060588	GO:0030047	0.0
GO:2001020	GO:0060632	0.15375540473
GO:0060083	GO:1901165	0.0
GO:0048667	GO:0032757	0.0
GO:0003142	GO:0042482	0.0
GO:0060430	GO:0030913	0.264613924544
GO:0022604	GO:0045830	0.490630507073
GO:0016055	GO:0006193	0.0941762708001
GO:0045109	GO:0051683	0.0
GO:0045727	GO:0042118	0.0
GO:0072404	GO:0019883	0.0
GO:0035330	GO:0048791	0.0992927131376
GO:2000464	GO:0051222	0.420530475794
GO:0010032	GO:0006417	0.0
GO:0060580	GO:0050684	0.0
GO:0042723	GO:0021563	0.0
GO:0021512	GO:0033129	0.0
GO:0043056	GO:0050925	0.0
GO:0019048	GO:0006225	0.0
GO:0006121	GO:0009186	0.262899716685
GO:0019287	GO:0030903	0.0
GO:0022011	GO:0008585	0.0968376118613
GO:0007062	GO:0001300	0.133939505464
GO:0071874	GO:1901740	0.111089580643
GO:0006704	GO:0002480	0.0
GO:0032314	GO:0090330	0.136949110816
GO:0051488	GO:0051665	0.0
GO:0048701	GO:0000184	0.0
GO:0046167	GO:0001504	0.0
GO:0006837	GO:0002407	0.096125246181
